tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_player_one,team_one_player_two,team_two_player_one,team_two_player_two,team_one_player_one_nationality,team_one_player_two_nationality,team_two_player_one_nationality,team_two_player_two_nationality,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
Scottish Open 2018,Glasgow,Scotland,22-11-2018,BWF Tour Super 100,WD,Round of 32,1,2,False,21-11,23-21,,Chloe Birch,Lauren Smith,Eva Janssens,Eva Janssens,ENG,ENG,GER,GER,44,32,7,3,3,1,7,2,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '9-3', '10-3', '10-4', '10-5', '11-5', '11-6', '12-6', '12-7', '13-7', '14-7', '14-8', '15-8', '16-8', '17-8', '17-9', '18-9', '18-10', '18-11', '19-11', '20-11', '21-11']",3.0,3.0,2.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '9-9', '9-10', '10-10', '10-11', '11-11', '11-12', '11-13', '12-13', '12-14', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '16-17', '16-18', '17-18', '17-19', '18-19', '19-19', '19-20', '20-20', '21-20', '21-21', '22-21', '23-21']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,22-11-2018,BWF Tour Super 100,WD,Round of 32,0,1,True,11-2,,,Delphine Delrue,Lea Palermo,Sara Boyle,Sara Boyle,FRA,FRA,IRL,IRL,11,2,7,1,0,0,7,1,0,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '11-2']",,,,,,,,,,
Scottish Open 2018,Glasgow,Scotland,22-11-2018,BWF Tour Super 100,WD,Round of 32,1,2,False,21-15,21-13,,Julie Finne-Ipsen,Rikke Søby,Nikoletta Bukoviczki,Nikoletta Bukoviczki,DEN,DEN,HUN,HUN,42,28,7,4,3,0,7,4,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '7-5', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '13-9', '14-9', '14-10', '14-11', '15-11', '16-11', '17-11', '18-11', '18-12', '18-13', '19-13', '19-14', '20-14', '20-15', '21-15']",4.0,2.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '11-4', '11-5', '11-6', '12-6', '13-6', '13-7', '13-8', '14-8', '14-9', '15-9', '16-9', '16-10', '17-10', '17-11', '18-11', '19-11', '19-12', '19-13', '20-13', '21-13']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,22-11-2018,BWF Tour Super 100,WD,Round of 32,2,2,False,15-21,13-21,,Kati-Kreet Marran,Helina Rüütel,Rachel Honderich,Rachel Honderich,EST,EST,CAN,CAN,28,42,5,7,0,7,5,7,0,6,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '4-10', '4-11', '5-11', '6-11', '7-11', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '9-18', '9-19', '10-19', '10-20', '11-20', '12-20', '13-20', '14-20', '15-20', '15-21']",4.0,7.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '2-9', '3-9', '4-9', '5-9', '5-10', '5-11', '5-12', '6-12', '6-13', '7-13', '7-14', '8-14', '8-15', '9-15', '10-15', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '13-20', '13-21']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,22-11-2018,BWF Tour Super 100,WD,Round of 32,1,2,False,21-19,21-6,,Annabella Jäger,Stine Susan Küspert,Sophie Males,Sophie Males,GER,GER,ENG,ENG,42,25,7,3,2,0,2,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '9-8', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '12-13', '12-14', '13-14', '13-15', '14-15', '15-15', '15-16', '16-16', '17-16', '17-17', '18-17', '18-18', '19-18', '19-19', '20-19', '21-19']",7.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '9-5', '10-5', '11-5', '12-5', '13-5', '14-5', '14-6', '15-6', '16-6', '17-6', '18-6', '19-6', '20-6', '21-6']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,22-11-2018,BWF Tour Super 100,WD,Round of 32,2,3,False,21-13,11-21,14-21,Jenny Moore,Hope Warner,Emilie Lefel,Emilie Lefel,ENG,ENG,FRA,FRA,46,55,7,6,2,3,7,2,2,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '7-3', '8-3', '8-4', '9-4', '10-4', '10-5', '11-5', '11-6', '11-7', '12-7', '12-8', '13-8', '13-9', '14-9', '15-9', '16-9', '16-10', '17-10', '17-11', '17-12', '18-12', '19-12', '20-12', '20-13', '21-13']",2.0,4.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '8-12', '8-13', '9-13', '10-13', '10-14', '10-15', '10-16', '10-17', '11-17', '11-18', '11-19', '11-20', '11-21']",3.0,6.0,0.0,2.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '9-11', '10-11', '10-12', '10-13', '10-14', '10-15', '11-15', '12-15', '12-16', '12-17', '12-18', '13-18', '13-19', '13-20', '14-20', '14-21']"
Scottish Open 2018,Glasgow,Scotland,22-11-2018,BWF Tour Super 100,WD,Round of 32,1,2,False,21-17,21-14,,Lauren Middleton,Sarah Sidebottom,Kate Frost,Kate Frost,SCO,SCO,IRL,IRL,42,31,6,6,2,0,4,4,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '14-15', '14-16', '15-16', '16-16', '17-16', '18-16', '18-17', '19-17', '20-17', '21-17']",6.0,6.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '11-6', '11-7', '11-8', '11-9', '11-10', '11-11', '12-11', '13-11', '14-11', '14-12', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,22-11-2018,BWF Tour Super 100,WD,Round of 32,2,2,False,15-21,6-21,,Julie Macpherson,Holly Newall,Emma Karlsson,Emma Karlsson,SCO,SCO,SWE,SWE,21,42,3,6,0,2,3,5,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '3-7', '4-7', '5-7', '5-8', '6-8', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '10-11', '11-11', '11-12', '12-12', '12-13', '12-14', '12-15', '13-15', '14-15', '14-16', '15-16', '15-17', '15-18', '15-19', '15-20', '15-21']",2.0,6.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '3-7', '3-8', '3-9', '3-10', '3-11', '4-11', '4-12', '4-13', '4-14', '4-15', '4-16', '4-17', '5-17', '5-18', '6-18', '6-19', '6-20', '6-21']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,22-11-2018,BWF Tour Super 100,WD,Round of 32,2,2,False,9-21,19-21,,Evie Burbidge,Zoe King,Eleanor O'Donnell,Eleanor O'Donnell,ENG,ENG,SCO,SCO,28,42,4,5,0,2,2,4,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '4-11', '4-12', '4-13', '5-13', '5-14', '6-14', '7-14', '7-15', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '9-20', '9-21']",4.0,3.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '9-13', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '13-17', '13-18', '14-18', '15-18', '15-19', '16-19', '17-19', '18-19', '19-19', '19-20', '19-21']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,22-11-2018,BWF Tour Super 100,WD,Round of 32,2,2,False,10-21,21-23,,Alzbeta Basova,Michaela Fuchsova,Selena Piek,Selena Piek,CZE,CZE,NED,NED,31,44,4,8,1,5,4,8,0,3,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '2-9', '3-9', '3-10', '4-10', '5-10', '6-10', '7-10', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '8-16', '8-17', '8-18', '8-19', '8-20', '9-20', '10-20', '10-21']",2.0,3.0,1.0,2.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '13-15', '14-15', '14-16', '15-16', '16-16', '16-17', '17-17', '18-17', '18-18', '18-19', '19-19', '19-20', '20-20', '21-20', '21-21', '21-22', '21-23']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Quarter final,1,2,False,21-18,21-11,,Gabriela Stoeva,Stefani Stoeva,Chloe Birch,Chloe Birch,BUL,BUL,ENG,ENG,42,29,5,5,2,0,4,5,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '7-11', '8-11', '9-11', '9-12', '9-13', '10-13', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '18-18', '19-18', '20-18', '21-18']",3.0,2.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '10-5', '11-5', '12-5', '12-6', '13-6', '14-6', '14-7', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '19-10', '19-11', '20-11', '21-11']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Quarter final,2,3,False,21-14,18-21,15-21,Emma Karlsson,Johanna Magnusson,Selena Piek,Selena Piek,SWE,SWE,NED,NED,54,56,6,5,1,5,6,4,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '18-12', '19-12', '19-13', '19-14', '20-14', '21-14']",4.0,5.0,0.0,4.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '1-7', '2-7', '3-7', '4-7', '5-7', '5-8', '5-9', '6-9', '6-10', '6-11', '6-12', '6-13', '7-13', '7-14', '8-14', '8-15', '9-15', '10-15', '10-16', '11-16', '11-17', '11-18', '12-18', '13-18', '14-18', '15-18', '15-19', '15-20', '16-20', '17-20', '18-20', '18-21']",3.0,5.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '12-17', '12-18', '13-18', '14-18', '15-18', '15-19', '15-20', '15-21']"
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Quarter final,1,2,False,21-13,21-15,,Delphine Delrue,Lea Palermo,Johanna Goliszewski,Johanna Goliszewski,FRA,FRA,GER,GER,42,28,5,3,4,0,5,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '8-4', '9-4', '10-4', '10-5', '11-5', '11-6', '12-6', '12-7', '12-8', '13-8', '14-8', '14-9', '14-10', '14-11', '15-11', '15-12', '16-12', '17-12', '18-12', '19-12', '19-13', '20-13', '21-13']",5.0,2.0,3.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '9-6', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '19-13', '20-13', '20-14', '20-15', '21-15']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Quarter final,2,2,False,19-21,17-21,,Rachel Honderich,Kristen Tsai,Emilie Lefel,Emilie Lefel,CAN,CAN,FRA,FRA,36,42,5,7,0,4,5,7,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '3-8', '3-9', '3-10', '3-11', '3-12', '4-12', '4-13', '5-13', '5-14', '6-14', '7-14', '8-14', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '12-17', '13-17', '14-17', '15-17', '15-18', '16-18', '16-19', '17-19', '18-19', '18-20', '19-20', '19-21']",3.0,7.0,0.0,2.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '14-11', '15-11', '15-12', '15-13', '15-14', '15-15', '15-16', '15-17', '15-18', '16-18', '16-19', '16-20', '17-20', '17-21']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Round of 16,1,3,False,19-21,21-15,21-18,Johanna Goliszewski,Lara Kaepplein,Julie Finne-Ipsen,Julie Finne-Ipsen,GER,GER,DEN,DEN,61,54,7,4,3,2,3,4,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '14-14', '14-15', '14-16', '15-16', '16-16', '17-16', '17-17', '18-17', '18-18', '18-19', '18-20', '19-20', '19-21']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '13-12', '14-12', '14-13', '14-14', '15-14', '15-15', '16-15', '17-15', '18-15', '19-15', '20-15', '21-15']",3.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '15-11', '15-12', '15-13', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '18-17', '19-17', '20-17', '20-18', '21-18']"
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Round of 16,2,2,False,8-21,13-21,,Lauren Middleton,Sarah Sidebottom,Emma Karlsson,Emma Karlsson,SCO,SCO,SWE,SWE,21,42,4,8,0,4,2,8,0,2,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '4-10', '4-11', '4-12', '4-13', '4-14', '4-15', '5-15', '5-16', '6-16', '6-17', '6-18', '6-19', '7-19', '7-20', '8-20', '8-21']",4.0,8.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '2-9', '3-9', '4-9', '5-9', '5-10', '6-10', '7-10', '7-11', '8-11', '8-12', '8-13', '8-14', '9-14', '9-15', '9-16', '9-17', '9-18', '10-18', '10-19', '11-19', '12-19', '12-20', '13-20', '13-21']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Round of 16,2,2,False,12-21,14-21,,Eleanor O'Donnell,Ciara Torrance,Selena Piek,Selena Piek,SCO,SCO,NED,NED,26,42,3,7,0,3,3,4,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '7-13', '8-13', '8-14', '8-15', '8-16', '8-17', '9-17', '9-18', '10-18', '10-19', '11-19', '12-19', '12-20', '12-21']",3.0,7.0,0.0,2.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '8-7', '8-8', '8-9', '8-10', '8-11', '8-12', '8-13', '8-14', '9-14', '9-15', '9-16', '9-17', '10-17', '11-17', '12-17', '12-18', '12-19', '13-19', '13-20', '14-20', '14-21']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Round of 16,1,2,False,21-18,21-13,,Chloe Birch,Lauren Smith,Tong Wei Cao,Tong Wei Cao,ENG,ENG,CHN,CHN,42,31,4,4,2,0,4,4,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '7-11', '8-11', '9-11', '9-12', '10-12', '11-12', '12-12', '13-12', '13-13', '14-13', '14-14', '15-14', '15-15', '16-15', '17-15', '17-16', '17-17', '18-17', '19-17', '19-18', '20-18', '21-18']",4.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '14-8', '14-9', '15-9', '15-10', '16-10', '17-10', '18-10', '18-11', '18-12', '19-12', '19-13', '20-13', '21-13']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Round of 16,1,2,False,21-11,21-13,,Delphine Delrue,Lea Palermo,Alexandra Bøje,Alexandra Bøje,FRA,FRA,DEN,DEN,42,24,8,4,2,0,8,4,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '8-1', '9-1', '9-2', '9-3', '10-3', '11-3', '12-3', '13-3', '14-3', '14-4', '14-5', '15-5', '15-6', '15-7', '15-8', '15-9', '16-9', '16-10', '17-10', '17-11', '18-11', '19-11', '20-11', '21-11']",4.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '9-6', '9-7', '10-7', '10-8', '11-8', '12-8', '12-9', '13-9', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '17-12', '18-12', '19-12', '19-13', '20-13', '21-13']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Round of 16,1,2,False,21-14,21-7,,Gabriela Stoeva,Stefani Stoeva,Jessica Hopton,Jessica Hopton,BUL,BUL,ENG,ENG,42,21,6,4,6,0,5,4,4,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '11-5', '12-5', '13-5', '14-5', '14-6', '15-6', '16-6', '17-6', '17-7', '18-7', '18-8', '18-9', '18-10', '18-11', '19-11', '20-11', '20-12', '20-13', '20-14', '21-14']",5.0,1.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '6-2', '7-2', '7-3', '8-3', '9-3', '9-4', '10-4', '10-5', '11-5', '12-5', '13-5', '14-5', '15-5', '15-6', '16-6', '17-6', '18-6', '19-6', '20-6', '20-7', '21-7']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Round of 16,2,2,False,10-21,14-21,,Annabella Jäger,Stine Susan Küspert,Emilie Lefel,Emilie Lefel,GER,GER,FRA,FRA,24,42,4,8,0,4,4,8,0,3,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '0-7', '0-8', '1-8', '1-9', '1-10', '2-10', '3-10', '3-11', '3-12', '3-13', '3-14', '3-15', '3-16', '3-17', '3-18', '4-18', '5-18', '6-18', '7-18', '7-19', '8-19', '8-20', '9-20', '10-20', '10-21']",3.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '2-9', '3-9', '3-10', '4-10', '4-11', '4-12', '4-13', '5-13', '6-13', '7-13', '7-14', '8-14', '8-15', '9-15', '10-15', '10-16', '11-16', '12-16', '12-17', '12-18', '13-18', '13-19', '14-19', '14-20', '14-21']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,23-11-2018,BWF Tour Super 100,WD,Round of 16,2,3,False,21-15,26-28,15-21,Linda Efler,Isabel Herttrich,Rachel Honderich,Rachel Honderich,GER,GER,CAN,CAN,62,64,5,6,10,5,4,3,2,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '10-10', '11-10', '12-10', '12-11', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '17-13', '18-13', '18-14', '19-14', '20-14', '20-15', '21-15']",5.0,6.0,8.0,4.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '9-11', '10-11', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '14-14', '15-14', '15-15', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '20-18', '20-19', '20-20', '20-21', '21-21', '21-22', '22-22', '23-22', '23-23', '24-23', '24-24', '24-25', '25-25', '26-25', '26-26', '26-27', '26-28']",3.0,4.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '8-12', '8-13', '8-14', '8-15', '9-15', '9-16', '10-16', '11-16', '11-17', '12-17', '12-18', '13-18', '14-18', '15-18', '15-19', '15-20', '15-21']"
Scottish Open 2018,Glasgow,Scotland,24-11-2018,BWF Tour Super 100,WD,Semi final,1,2,False,21-18,21-17,,Gabriela Stoeva,Stefani Stoeva,Delphine Delrue,Delphine Delrue,BUL,BUL,FRA,FRA,42,35,5,3,3,0,3,3,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '16-15', '16-16', '16-17', '17-17', '18-17', '18-18', '19-18', '20-18', '21-18']",4.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '18-12', '18-13', '18-14', '18-15', '19-15', '19-16', '20-16', '20-17', '21-17']",,,,,[]
Scottish Open 2018,Glasgow,Scotland,24-11-2018,BWF Tour Super 100,WD,Semi final,1,2,False,21-17,21-15,,Emilie Lefel,Anne Tran,Selena Piek,Selena Piek,FRA,FRA,NED,NED,42,32,6,3,2,0,6,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '10-13', '11-13', '12-13', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '16-16', '17-16', '18-16', '19-16', '19-17', '20-17', '21-17']",5.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '4-5', '4-6', '5-6', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '12-9', '13-9', '14-9', '14-10', '15-10', '16-10', '16-11', '17-11', '17-12', '18-12', '18-13', '18-14', '18-15', '19-15', '20-15', '21-15']",,,,,[]
