tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
CROWN GROUP Australian Open 2019,Sydney,Australia,07-06-2019,HSBC BWF World Tour Super 300,WS,Quarter final,1,2,False,21-17,21-13,,Nozomi Okuhara,Jia Min Yeo,JPN,SGP,42,30,6,4,4,0,6,4,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '11-5', '11-6', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '16-9', '17-9', '17-10', '17-11', '17-12', '18-12', '18-13', '18-14', '19-14', '19-15', '19-16', '19-17', '20-17', '21-17']",5.0,2.0,3.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '20-12', '20-13', '21-13']",,,,,[]
CROWN GROUP Australian Open 2019,Sydney,Australia,08-06-2019,HSBC BWF World Tour Super 300,WS,Semi final,1,2,False,21-17,21-15,,Nozomi Okuhara,Ratchanok Intanon,JPN,THA,42,32,4,3,5,0,3,3,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '13-12', '14-12', '15-12', '16-12', '16-13', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '20-16', '20-17', '21-17']",4.0,3.0,3.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '7-2', '8-2', '8-3', '8-4', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '13-6', '13-7', '13-8', '14-8', '15-8', '16-8', '17-8', '17-9', '17-10', '17-11', '18-11', '18-12', '19-12', '19-13', '20-13', '20-14', '20-15', '21-15']",,,,,[]
CROWN GROUP Australian Open 2019,Sydney,Australia,08-06-2019,HSBC BWF World Tour Super 300,WS,Semi final,2,3,False,10-21,25-23,6-21,Nitchaon Jindapol,Yufei Chen,THA,CHN,41,65,5,8,4,4,3,8,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '2-10', '3-10', '3-11', '3-12', '3-13', '4-13', '4-14', '5-14', '5-15', '6-15', '6-16', '7-16', '8-16', '9-16', '9-17', '9-18', '9-19', '10-19', '10-20', '10-21']",5.0,6.0,4.0,2.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '10-13', '10-14', '10-15', '10-16', '11-16', '12-16', '13-16', '13-17', '14-17', '15-17', '16-17', '17-17', '18-17', '18-18', '19-18', '20-18', '20-19', '20-20', '20-21', '21-21', '22-21', '22-22', '22-23', '23-23', '24-23', '25-23']",2.0,6.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '2-7', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '4-12', '4-13', '5-13', '5-14', '5-15', '5-16', '6-16', '6-17', '6-18', '6-19', '6-20', '6-21']"
CROWN GROUP Australian Open 2019,Sydney,Australia,09-06-2019,HSBC BWF World Tour Super 300,WS,Final,2,2,False,15-21,3-21,,Nozomi Okuhara,Yufei Chen,JPN,CHN,18,42,5,10,0,2,5,5,0,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '8-6', '8-7', '8-8', '8-9', '9-9', '9-10', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '12-14', '12-15', '13-15', '13-16', '13-17', '14-17', '14-18', '15-18', '15-19', '15-20', '15-21']",1.0,10.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '2-9', '2-10', '2-11', '3-11', '3-12', '3-13', '3-14', '3-15', '3-16', '3-17', '3-18', '3-19', '3-20', '3-21']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,02-07-2019,BWF Tour Super 100,WS,Qualification round of 16,1,3,False,14-21,21-15,22-20,Kyleigh O’Donoghue,Pin-Chian Chiu,CAN,TPE,57,56,6,7,2,3,2,7,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '12-13', '12-14', '12-15', '12-16', '12-17', '12-18', '13-18', '13-19', '14-19', '14-20', '14-21']",4.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '8-6', '9-6', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '15-11', '16-11', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '20-15', '21-15']",6.0,6.0,1.0,2.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '6-8', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '11-13', '12-13', '13-13', '14-13', '15-13', '15-14', '15-15', '16-15', '16-16', '17-16', '17-17', '17-18', '17-19', '18-19', '18-20', '19-20', '20-20', '21-20', '22-20']"
2019 YONEX Canada Open,Calgary,Canada,02-07-2019,BWF Tour Super 100,WS,Qualification round of 16,1,2,False,21-16,21-18,,Isabelle Rusli,Eunice Hermanto,USA,CAN,42,34,5,3,2,0,3,3,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '9-5', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '12-9', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '15-13', '16-13', '16-14', '17-14', '17-15', '18-15', '18-16', '19-16', '20-16', '21-16']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '12-9', '13-9', '13-10', '13-11', '14-11', '15-11', '15-12', '16-12', '16-13', '16-14', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '19-18', '20-18', '21-18']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,02-07-2019,BWF Tour Super 100,WS,Qualification round of 16,2,2,False,15-21,16-21,,Li Chen,Rusydina Antardayu Riodingin,TPE,INA,31,42,3,8,0,5,3,8,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '7-14', '8-14', '9-14', '9-15', '10-15', '11-15', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '15-18', '15-19', '15-20', '15-21']",3.0,6.0,0.0,4.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '11-14', '12-14', '12-15', '12-16', '12-17', '12-18', '12-19', '13-19', '13-20', '14-20', '15-20', '16-20', '16-21']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,02-07-2019,BWF Tour Super 100,WS,Qualification round of 16,1,2,False,21-15,21-5,,Wendy Zhang,Camille Leblanc,CAN,CAN,42,20,6,3,4,0,6,3,3,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '15-10', '15-11', '16-11', '17-11', '18-11', '18-12', '19-12', '19-13', '20-13', '20-14', '20-15', '21-15']",6.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '6-2', '7-2', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '13-3', '13-4', '14-4', '15-4', '16-4', '17-4', '18-4', '18-5', '19-5', '20-5', '21-5']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,02-07-2019,BWF Tour Super 100,WS,Qualification round of 16,1,2,False,21-18,21-19,,Jacqueline Cheung,Ghaida Nurul Ghaniyu,CAN,INA,42,37,6,5,4,0,6,5,3,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '19-12', '19-13', '19-14', '19-15', '19-16', '20-16', '20-17', '20-18', '21-18']",3.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '8-8', '9-8', '10-8', '10-9', '10-10', '11-10', '11-11', '11-12', '11-13', '12-13', '13-13', '14-13', '14-14', '14-15', '15-15', '16-15', '16-16', '17-16', '17-17', '17-18', '18-18', '18-19', '19-19', '20-19', '21-19']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,02-07-2019,BWF Tour Super 100,WS,Qualification quarter final,2,3,False,21-17,15-21,14-21,Kyleigh O’Donoghue,Rusydina Antardayu Riodingin,CAN,INA,50,59,4,6,2,3,4,4,2,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '10-4', '11-4', '11-5', '12-5', '13-5', '13-6', '13-7', '13-8', '13-9', '14-9', '14-10', '14-11', '15-11', '15-12', '15-13', '15-14', '15-15', '16-15', '17-15', '18-15', '18-16', '19-16', '20-16', '20-17', '21-17']",4.0,5.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '12-11', '12-12', '13-12', '13-13', '13-14', '13-15', '14-15', '14-16', '15-16', '15-17', '15-18', '15-19', '15-20', '15-21']",4.0,4.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '4-10', '4-11', '4-12', '5-12', '5-13', '6-13', '7-13', '8-13', '9-13', '9-14', '10-14', '11-14', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '13-20', '14-20', '14-21']"
2019 YONEX Canada Open,Calgary,Canada,02-07-2019,BWF Tour Super 100,WS,Qualification quarter final,2,2,False,15-21,14-21,,Yi Tai,Wendy Zhang,CAN,CAN,29,42,6,9,0,6,4,6,0,3,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '10-14', '11-14', '12-14', '13-14', '13-15', '13-16', '13-17', '13-18', '13-19', '13-20', '14-20', '15-20', '15-21']",6.0,9.0,0.0,3.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '7-3', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '10-17', '11-17', '11-18', '11-19', '12-19', '12-20', '13-20', '14-20', '14-21']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,02-07-2019,BWF Tour Super 100,WS,Qualification quarter final,2,2,False,20-22,19-21,,Jacqueline Cheung,Katie Ho-Shue,CAN,CAN,39,43,6,7,1,2,3,3,1,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '8-9', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '16-14', '17-14', '17-15', '17-16', '17-17', '18-17', '18-18', '18-19', '19-19', '20-19', '20-20', '20-21', '20-22']",6.0,7.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '5-8', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '9-11', '10-11', '11-11', '12-11', '13-11', '14-11', '14-12', '15-12', '15-13', '15-14', '15-15', '16-15', '16-16', '16-17', '17-17', '17-18', '18-18', '18-19', '19-19', '19-20', '19-21']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,1,2,False,21-13,22-20,,Crystal Pan,Katie Ho-Shue,USA,CAN,43,33,7,5,3,2,7,4,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '12-6', '12-7', '13-7', '13-8', '13-9', '13-10', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '20-12', '20-13', '21-13']",5.0,5.0,1.0,2.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '11-12', '11-13', '12-13', '13-13', '13-14', '14-14', '14-15', '14-16', '15-16', '16-16', '16-17', '17-17', '17-18', '18-18', '18-19', '18-20', '19-20', '20-20', '21-20', '22-20']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,2,2,False,14-21,11-21,,Clara Azurmendi,Hsuan-Yu Wendy Chen,ESP,AUS,25,42,4,7,0,3,3,7,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '2-10', '3-10', '3-11', '4-11', '4-12', '4-13', '4-14', '5-14', '6-14', '6-15', '7-15', '8-15', '9-15', '9-16', '10-16', '11-16', '12-16', '12-17', '13-17', '13-18', '14-18', '14-19', '14-20', '14-21']",4.0,7.0,0.0,2.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '5-12', '6-12', '7-12', '8-12', '9-12', '9-13', '9-14', '9-15', '9-16', '9-17', '9-18', '9-19', '10-19', '10-20', '11-20', '11-21']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,2,2,False,15-21,8-21,,Wendy Zhang,Hyo Min Kim,CAN,KOR,23,42,4,6,0,3,3,5,0,2,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '11-11', '11-12', '12-12', '12-13', '12-14', '12-15', '12-16', '12-17', '13-17', '13-18', '14-18', '14-19', '14-20', '15-20', '15-21']",4.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '8-16', '8-17', '8-18', '8-19', '8-20', '8-21']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,1,2,False,21-12,21-13,,Su Yu Chen,Isabel Zhong,TPE,USA,42,25,7,2,3,0,7,2,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '14-8', '14-9', '15-9', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '20-12', '21-12']",7.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '17-13', '18-13', '19-13', '20-13', '21-13']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,1,3,False,21-17,19-21,21-12,Michelle Li,Yu Jin Sim,CAN,KOR,61,50,9,5,5,1,9,4,4,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '15-6', '16-6', '16-7', '17-7', '17-8', '17-9', '17-10', '18-10', '19-10', '19-11', '19-12', '19-13', '19-14', '20-14', '20-15', '20-16', '20-17', '21-17']",3.0,5.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '7-10', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '18-19', '19-19', '19-20', '19-21']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '11-10', '12-10', '13-10', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '20-12', '21-12']"
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,2,3,False,21-19,19-21,20-22,Ga Eun Kim,Fabienne Deprez,KOR,GER,60,62,6,6,1,4,5,4,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '7-9', '8-9', '8-10', '8-11', '9-11', '10-11', '11-11', '11-12', '11-13', '12-13', '12-14', '13-14', '13-15', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '16-19', '17-19', '18-19', '19-19', '20-19', '21-19']",5.0,6.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '7-10', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '15-15', '16-15', '17-15', '18-15', '19-15', '19-16', '19-17', '19-18', '19-19', '19-20', '19-21']",4.0,5.0,0.0,3.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '7-13', '8-13', '9-13', '10-13', '10-14', '11-14', '11-15', '12-15', '13-15', '13-16', '14-16', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '20-22']"
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,1,2,False,21-16,21-19,,Hsiang Ti Lin,Kristin Kuuba,TPE,EST,42,35,6,3,3,0,5,2,2,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '7-3', '7-4', '8-4', '9-4', '9-5', '10-5', '10-6', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '15-8', '15-9', '15-10', '16-10', '16-11', '16-12', '16-13', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '19-17', '19-18', '19-19', '20-19', '21-19']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,1,2,False,21-17,21-19,,Porntip Buranaprasertsuk,Ronja Stern,THA,SUI,42,36,6,4,2,0,4,3,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '17-12', '17-13', '18-13', '18-14', '19-14', '19-15', '19-16', '19-17', '20-17', '21-17']",4.0,4.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '8-9', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '10-14', '10-15', '11-15', '12-15', '13-15', '13-16', '14-16', '15-16', '16-16', '17-16', '17-17', '17-18', '18-18', '18-19', '19-19', '20-19', '21-19']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,1,2,False,21-5,21-9,,Ayumi Mine,Martina Repiska,JPN,SVK,42,14,8,3,3,0,8,1,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '8-1', '8-2', '9-2', '10-2', '11-2', '11-3', '12-3', '13-3', '14-3', '15-3', '16-3', '16-4', '17-4', '18-4', '19-4', '19-5', '20-5', '21-5']",7.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '13-8', '14-8', '15-8', '16-8', '17-8', '18-8', '19-8', '20-8', '20-9', '21-9']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,1,2,False,21-9,21-16,,Natsuki Oie,Julie Dawall Jakobsen,JPN,DEN,42,25,7,3,4,0,7,3,2,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '10-3', '10-4', '10-5', '11-5', '11-6', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '16-8', '17-8', '18-8', '19-8', '20-8', '20-9', '21-9']",7.0,3.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '10-11', '11-11', '12-11', '13-11', '14-11', '15-11', '16-11', '16-12', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,2,2,False,9-21,9-21,,Mariana Ugalde,Yi Man Zhang,MEX,CHN,18,42,3,11,0,2,3,7,0,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '5-9', '5-10', '5-11', '6-11', '6-12', '7-12', '7-13', '7-14', '8-14', '9-14', '9-15', '9-16', '9-17', '9-18', '9-19', '9-20', '9-21']",2.0,5.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '4-9', '4-10', '5-10', '5-11', '6-11', '6-12', '7-12', '7-13', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '9-18', '9-19', '9-20', '9-21']",,,,,[]
2019 YONEX Canada Open,Calgary,Canada,03-07-2019,BWF Tour Super 100,WS,Round of 32,1,3,False,21-16,20-22,21-18,Yi-Ting Hung,Rusydina Antardayu Riodingin,TPE,INA,62,56,6,5,2,6,4,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '8-6', '8-7', '8-8', '9-8', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '20-16', '21-16']",6.0,5.0,0.0,6.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '4-11', '5-11', '5-12', '6-12', '7-12', '7-13', '7-14', '8-14', '9-14', '10-14', '11-14', '12-14', '13-14', '13-15', '14-15', '14-16', '14-17', '14-18', '14-19', '15-19', '15-20', '16-20', '17-20', '18-20', '19-20', '20-20', '20-21', '20-22']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '12-15', '13-15', '14-15', '15-15', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '19-18', '20-18', '21-18']"
