tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,13-11-2018,HSBC BWF World Tour Super 500,MS,Qualification quarter final,1,3,False,8-21,21-11,21-8,Cheuk Yiu Lee,Yin Chak Chan,HKG,HKG,50,40,6,7,2,1,2,5,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '2-9', '3-9', '3-10', '4-10', '4-11', '5-11', '5-12', '5-13', '5-14', '6-14', '6-15', '6-16', '7-16', '8-16', '8-17', '8-18', '8-19', '8-20', '8-21']",5.0,2.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '10-6', '11-6', '12-6', '12-7', '13-7', '13-8', '13-9', '14-9', '14-10', '15-10', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '21-11']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '13-5', '14-5', '14-6', '14-7', '15-7', '16-7', '16-8', '17-8', '18-8', '19-8', '20-8', '21-8']"
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,13-11-2018,HSBC BWF World Tour Super 500,MS,Qualification quarter final,2,3,False,7-21,21-12,18-21,Jen Hao Hsu,Kashyap Parupalli,TPE,IND,46,54,6,11,1,5,3,11,0,3,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '0-7', '0-8', '1-8', '2-8', '2-9', '2-10', '2-11', '2-12', '2-13', '2-14', '2-15', '2-16', '2-17', '2-18', '2-19', '3-19', '4-19', '5-19', '5-20', '6-20', '7-20', '7-21']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '6-1', '6-2', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '11-4', '11-5', '12-5', '12-6', '12-7', '13-7', '13-8', '13-9', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '19-12', '20-12', '21-12']",3.0,4.0,0.0,2.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '5-10', '6-10', '7-10', '7-11', '7-12', '8-12', '9-12', '10-12', '10-13', '11-13', '12-13', '13-13', '13-14', '13-15', '14-15', '14-16', '14-17', '14-18', '15-18', '16-18', '17-18', '17-19', '17-20', '18-20', '18-21']"
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,13-11-2018,HSBC BWF World Tour Super 500,MS,Qualification quarter final,1,3,False,16-21,21-14,21-14,Lucas Corvee,Xiaodong Sheng,FRA,CAN,58,49,9,5,2,1,4,5,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '8-7', '9-7', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '10-13', '11-13', '11-14', '12-14', '13-14', '14-14', '14-15', '14-16', '14-17', '14-18', '14-19', '15-19', '16-19', '16-20', '16-21']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '16-10', '17-10', '18-10', '18-11', '18-12', '19-12', '19-13', '19-14', '20-14', '21-14']",9.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '4-7', '5-7', '5-8', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '11-12', '12-12', '13-12', '14-12', '15-12', '16-12', '17-12', '18-12', '18-13', '19-13', '19-14', '20-14', '21-14']"
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,2,2,False,17-21,14-21,,Suppanyu Avihingsanon,Sameer Verma,THA,IND,31,42,4,5,0,3,4,3,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '10-10', '10-11', '11-11', '11-12', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '13-17', '14-17', '14-18', '14-19', '15-19', '16-19', '16-20', '17-20', '17-21']",4.0,5.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '9-11', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '12-15', '13-15', '13-16', '13-17', '13-18', '14-18', '14-19', '14-20', '14-21']",,,,,[]
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,2,2,False,16-21,16-21,,Daren Liew,Long Chen,MAS,CHN,32,42,4,6,0,4,4,6,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '7-14', '7-15', '7-16', '8-16', '9-16', '9-17', '9-18', '10-18', '11-18', '11-19', '12-19', '13-19', '14-19', '15-19', '15-20', '16-20', '16-21']",4.0,5.0,0.0,2.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '8-12', '8-13', '9-13', '10-13', '11-13', '12-13', '12-14', '12-15', '13-15', '13-16', '13-17', '14-17', '14-18', '15-18', '15-19', '15-20', '16-20', '16-21']",,,,,[]
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,0,1,True,11-3,,,Cheuk Yiu Lee,Yuqi Shi,HKG,CHN,11,3,6,1,0,0,6,1,0,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '8-2', '9-2', '10-2', '10-3', '11-3']",,,,,,,,,,
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,1,3,False,12-21,21-15,21-16,Hans-Kristian Solberg Vittinghus,Yuxiang Huang,DEN,CHN,54,52,5,6,3,1,2,6,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '5-10', '6-10', '6-11', '6-12', '7-12', '8-12', '8-13', '8-14', '9-14', '10-14', '10-15', '10-16', '10-17', '10-18', '11-18', '12-18', '12-19', '12-20', '12-21']",5.0,4.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '11-4', '12-4', '12-5', '12-6', '12-7', '12-8', '13-8', '13-9', '13-10', '14-10', '14-11', '15-11', '15-12', '16-12', '16-13', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '21-15']",5.0,4.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '10-4', '11-4', '11-5', '11-6', '12-6', '13-6', '14-6', '14-7', '14-8', '14-9', '14-10', '15-10', '16-10', '17-10', '17-11', '17-12', '18-12', '18-13', '18-14', '19-14', '19-15', '20-15', '20-16', '21-16']"
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,1,3,False,16-21,21-11,21-15,Khosit Phetpradab,B. Sai Praneeth,THA,IND,58,47,6,5,2,3,2,5,0,3,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '9-10', '9-11', '10-11', '11-11', '11-12', '12-12', '12-13', '12-14', '12-15', '12-16', '12-17', '13-17', '13-18', '13-19', '14-19', '14-20', '15-20', '16-20', '16-21']",5.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '11-8', '12-8', '12-9', '13-9', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '20-11', '21-11']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '10-11', '11-11', '11-12', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '16-14', '17-14', '18-14', '18-15', '19-15', '20-15', '21-15']"
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,1,2,False,21-19,21-18,,Wan Ho Son,Tanongsak Saensomboonsuk,KOR,THA,42,37,5,4,3,0,3,4,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '9-11', '10-11', '11-11', '11-12', '11-13', '12-13', '12-14', '13-14', '14-14', '15-14', '15-15', '16-15', '16-16', '16-17', '17-17', '17-18', '18-18', '19-18', '19-19', '20-19', '21-19']",5.0,3.0,2.0,0.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '13-12', '14-12', '14-13', '14-14', '14-15', '15-15', '15-16', '16-16', '17-16', '18-16', '18-17', '19-17', '20-17', '20-18', '21-18']",,,,,[]
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,2,3,False,18-21,21-11,17-21,Lucas Corvee,Kenta Nishimoto,FRA,JPN,56,53,8,4,1,5,4,4,0,2,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '10-13', '10-14', '10-15', '11-15', '12-15', '13-15', '14-15', '14-16', '14-17', '15-17', '16-17', '16-18', '16-19', '17-19', '17-20', '18-20', '18-21']",8.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '17-9', '17-10', '18-10', '18-11', '19-11', '20-11', '21-11']",3.0,3.0,0.0,3.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '12-13', '12-14', '12-15', '13-15', '13-16', '14-16', '14-17', '14-18', '15-18', '15-19', '15-20', '16-20', '17-20', '17-21']"
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,2,2,False,15-21,16-21,,Ka Long Angus Ng,Kantaphon Wangcharoen,HKG,THA,31,42,3,5,0,6,3,5,0,3,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '10-13', '10-14', '10-15', '11-15', '11-16', '12-16', '12-17', '13-17', '13-18', '13-19', '13-20', '14-20', '15-20', '15-21']",3.0,5.0,0.0,3.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '9-10', '9-11', '10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '11-16', '12-16', '12-17', '12-18', '13-18', '14-18', '14-19', '14-20', '15-20', '16-20', '16-21']",,,,,[]
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,2,2,False,11-21,15-21,,Wing Ki Vincent Wong,Srikanth Kidambi,HKG,IND,26,42,4,7,0,6,2,7,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '5-12', '5-13', '6-13', '6-14', '7-14', '8-14', '8-15', '9-15', '9-16', '9-17', '10-17', '10-18', '10-19', '11-19', '11-20', '11-21']",4.0,5.0,0.0,5.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '5-12', '6-12', '7-12', '7-13', '8-13', '8-14', '8-15', '8-16', '9-16', '9-17', '10-17', '10-18', '11-18', '11-19', '11-20', '12-20', '13-20', '14-20', '15-20', '15-21']",,,,,[]
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,1,2,False,21-16,21-13,,Anthony Sinisuka Ginting,Kashyap Parupalli,INA,IND,42,29,7,5,3,0,5,4,1,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '2-6', '2-7', '2-8', '3-8', '4-8', '5-8', '5-9', '6-9', '6-10', '7-10', '7-11', '8-11', '9-11', '10-11', '11-11', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '16-14', '17-14', '18-14', '18-15', '18-16', '19-16', '20-16', '21-16']",7.0,5.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '8-5', '9-5', '10-5', '11-5', '11-6', '11-7', '11-8', '11-9', '11-10', '12-10', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '18-11', '18-12', '19-12', '20-12', '20-13', '21-13']",,,,,[]
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,1,3,False,21-19,12-21,21-15,Kento Momota,Dan Lin,JPN,CHN,54,55,6,6,2,1,5,3,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '10-9', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '13-13', '13-14', '13-15', '14-15', '15-15', '16-15', '16-16', '17-16', '18-16', '18-17', '18-18', '18-19', '19-19', '20-19', '21-19']",3.0,6.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '11-15', '11-16', '12-16', '12-17', '12-18', '12-19', '12-20', '12-21']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '16-15', '17-15', '18-15', '19-15', '20-15', '21-15']"
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,2,3,False,21-8,21-23,20-22,Tien Chen Chou,Dong Keun Lee,TPE,KOR,62,53,6,6,5,2,5,1,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '8-5', '9-5', '9-6', '10-6', '11-6', '12-6', '12-7', '13-7', '14-7', '15-7', '16-7', '16-8', '17-8', '18-8', '19-8', '20-8', '21-8']",4.0,6.0,2.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '6-8', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '12-15', '13-15', '14-15', '14-16', '15-16', '16-16', '17-16', '17-17', '17-18', '17-19', '18-19', '19-19', '20-19', '20-20', '21-20', '21-21', '21-22', '21-23']",5.0,4.0,2.0,1.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '8-14', '9-14', '9-15', '10-15', '11-15', '12-15', '13-15', '14-15', '14-16', '15-16', '16-16', '17-16', '18-16', '18-17', '18-18', '19-18', '20-18', '20-19', '20-20', '20-21', '20-22']"
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,1,3,False,17-21,21-19,21-10,Jan O Jorgensen,Tommy Sugiarto,DEN,INA,59,50,8,7,2,1,3,6,0,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '4-10', '5-10', '6-10', '7-10', '7-11', '8-11', '8-12', '8-13', '8-14', '9-14', '10-14', '10-15', '10-16', '11-16', '11-17', '12-17', '13-17', '13-18', '14-18', '15-18', '15-19', '16-19', '17-19', '17-20', '17-21']",8.0,5.0,1.0,0.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '2-10', '3-10', '3-11', '4-11', '5-11', '5-12', '6-12', '6-13', '6-14', '6-15', '7-15', '7-16', '7-17', '8-17', '9-17', '10-17', '11-17', '12-17', '13-17', '14-17', '15-17', '15-18', '16-18', '17-18', '17-19', '18-19', '19-19', '20-19', '21-19']",6.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '15-9', '15-10', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']"
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,1,2,False,21-16,21-13,,Jonatan Christie,Kazumasa Sakai,INA,JPN,42,29,6,4,3,0,5,2,2,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '8-4', '8-5', '9-5', '9-6', '10-6', '11-6', '11-7', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '15-11', '15-12', '16-12', '17-12', '17-13', '18-13', '18-14', '19-14', '19-15', '20-15', '20-16', '21-16']",6.0,4.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '8-2', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '12-5', '13-5', '14-5', '15-5', '15-6', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '19-10', '19-11', '19-12', '19-13', '20-13', '21-13']",,,,,[]
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,1,3,False,21-14,13-21,21-19,H. S. Prannoy,Anders Antonsen,IND,DEN,55,54,5,5,4,1,3,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '14-11', '14-12', '15-12', '16-12', '16-13', '17-13', '18-13', '18-14', '19-14', '20-14', '21-14']",2.0,4.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '9-13', '10-13', '10-14', '10-15', '11-15', '12-15', '12-16', '12-17', '12-18', '12-19', '13-19', '13-20', '13-21']",5.0,4.0,3.0,0.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '13-9', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '17-12', '17-13', '17-14', '17-15', '18-15', '18-16', '18-17', '19-17', '20-17', '20-18', '20-19', '21-19']"
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,14-11-2018,HSBC BWF World Tour Super 500,MS,Round of 32,1,3,False,6-21,21-13,21-16,Kanta Tsuneyama,Ihsan Maulana Mustofa,JPN,INA,48,50,4,11,2,3,2,11,0,3,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '2-10', '2-11', '2-12', '2-13', '2-14', '2-15', '3-15', '3-16', '3-17', '3-18', '4-18', '4-19', '4-20', '5-20', '6-20', '6-21']",4.0,4.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '19-12', '19-13', '20-13', '21-13']",4.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '4-8', '5-8', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '15-12', '15-13', '16-13', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '20-16', '21-16']"
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,15-11-2018,HSBC BWF World Tour Super 500,MS,Round of 16,1,2,False,21-15,21-19,,Wan Ho Son,Khosit Phetpradab,KOR,THA,42,34,6,6,4,0,6,4,3,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '11-6', '11-7', '12-7', '13-7', '14-7', '15-7', '16-7', '17-7', '17-8', '17-9', '18-9', '19-9', '19-10', '19-11', '19-12', '19-13', '20-13', '20-14', '20-15', '21-15']",4.0,6.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '7-10', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '13-13', '14-13', '15-13', '16-13', '16-14', '17-14', '18-14', '19-14', '19-15', '19-16', '19-17', '19-18', '19-19', '20-19', '21-19']",,,,,[]
YONEX-SUNRISE Hong Kong Open 2018,Kowloon,Hong Kong China,15-11-2018,HSBC BWF World Tour Super 500,MS,Round of 16,2,2,False,12-21,21-23,,Hans-Kristian Solberg Vittinghus,Cheuk Yiu Lee,DEN,HKG,33,44,5,6,0,7,3,5,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '5-7', '5-8', '5-9', '5-10', '5-11', '6-11', '7-11', '7-12', '7-13', '7-14', '8-14', '8-15', '8-16', '9-16', '10-16', '10-17', '11-17', '11-18', '11-19', '12-19', '12-20', '12-21']",5.0,6.0,0.0,6.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '10-13', '11-13', '12-13', '13-13', '13-14', '13-15', '13-16', '13-17', '13-18', '14-18', '14-19', '15-19', '16-19', '16-20', '17-20', '18-20', '19-20', '20-20', '20-21', '21-21', '21-22', '21-23']",,,,,[]
